ReportingArea,MMWR Year,MMWR Week,"Tuberculosis, Current week","Tuberculosis, Current week, flag","Tuberculosis, Previous 52 weeks Max†","Tuberculosis, Previous 52 weeks Max†, flag","Tuberculosis, Cum 2020†","Tuberculosis, Cum 2020†, flag","Tuberculosis, Cum 2019†","Tuberculosis, Cum 2019†, flag","Tularemia, Current week","Tularemia, Current week, flag","Tularemia, Previous 52 weeks Max†","Tularemia, Previous 52 weeks Max†, flag","Tularemia, Cum 2020†","Tularemia, Cum 2020†, flag","Tularemia, Cum 2019†","Tularemia, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
FLORIDA,2020,31,,-,17,,227,,350,,,-,0,,,-,,-,FLORIDA,,20203131,POINT (-82.420978 28.260731)
MONTANA,2020,31,,-,1,,,-,1,,,-,1,,1,,1,,MONTANA,,20203152,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,31,5,,33,,114,,183,,,-,3,,21,,56,,,WEST NORTH CENTRAL,20203120,
MASSACHUSETTS,2020,31,1,,7,,63,,114,,,-,1,,2,,3,,MASSACHUSETTS,,20203105,POINT (-71.481104 42.151077)
MOUNTAIN,2020,31,,-,12,,85,,211,,,-,2,,3,,10,,,MOUNTAIN,20203148,
INDIANA,2020,31,3,,5,,58,,64,,,-,1,,1,,,-,INDIANA,,20203116,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,31,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20203169,
US TERRITORIES,2020,31,,-,8,,64,,88,,,-,0,,,-,,-,,US TERRITORIES,20203163,
TENNESSEE,2020,43,3,,6,,101,,103,,,-,2,,,-,6,,TENNESSEE,,20204342,POINT (-86.343226 35.842998)
CONNECTICUT,2020,43,,-,4,,43,,56,,,-,0,,,-,,-,CONNECTICUT,,20204303,POINT (-72.738288 41.575155)
MARYLAND,2020,43,2,,15,,105,,145,,,-,0,,,-,2,,MARYLAND,,20204333,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,43,3,,11,,44,,54,,,-,0,,,-,,-,SOUTH CAROLINA,,20204335,POINT (-80.864614 33.878572)
OKLAHOMA,2020,43,,-,5,,53,,56,,,-,5,,1,,15,,OKLAHOMA,,20204346,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,43,,-,3,,12,,43,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204365,POINT (145.725693 15.1834)
OHIO,2020,43,,-,19,,89,,114,,,-,0,,,-,,-,OHIO,,20204318,POINT (-82.70936 40.415534)
MINNESOTA,2020,43,,-,27,,73,,104,,,-,0,,,-,1,,MINNESOTA,,20204323,POINT (-94.198308 46.349153)
LOUISIANA,2020,43,3,,7,,75,,67,,,-,0,,,-,,-,LOUISIANA,,20204345,POINT (-91.840238 30.921314)
HAWAII,2020,43,,-,5,,68,,82,,,-,0,,,-,,-,HAWAII,,20204360,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,43,14,,90,,856,,1159,,,-,1,,2,,9,,,SOUTH ATLANTIC,20204328,
TOTAL,2020,28,50,,295,,2968,,4537,,1,,12,,32,,129,,,TOTAL,20202870,
US RESIDENTS,2020,28,48,,292,,2905,,4455,,1,,12,,32,,129,,,US RESIDENTS,20202801,
NEW HAMPSHIRE,2020,28,,-,2,,,-,4,,,-,0,,,-,1,,NEW HAMPSHIRE,,20202806,POINT (-71.57139 43.680429)
NEW YORK,2020,28,4,,15,,81,,86,,,-,1,,,-,,-,NEW YORK,,20202811,POINT (-75.59655 42.921241)
PACIFIC,2020,28,8,,79,,823,,1296,,,-,1,,,-,7,,,PACIFIC,20202857,
WEST SOUTH CENTRAL,2020,28,6,,42,,438,,723,,,-,8,,8,,48,,,WEST SOUTH CENTRAL,20202843,
NEBRASKA,2020,28,,-,2,,3,,7,,1,,3,,2,,9,,NEBRASKA,,20202825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,28,4,,14,,143,,175,,,-,3,,,-,12,,,EAST SOUTH CENTRAL,20202838,
NORTH DAKOTA,2020,28,,-,1,,5,,11,,,-,1,,,-,4,,NORTH DAKOTA,,20202826,POINT (-100.46931 47.446305)
NEVADA,2020,28,,-,5,,30,,23,,,-,0,,,-,,-,NEVADA,,20202853,POINT (-114.916992 39.283294)
ILLINOIS,2020,28,,-,54,,82,,173,,,-,1,,1,,,-,ILLINOIS,,20202815,POINT (-89.148632 40.124144)
IOWA,2020,28,,-,4,,,-,22,,,-,1,,,-,1,,IOWA,,20202821,POINT (-93.500061 42.074659)
TEXAS,2020,28,,-,33,,319,,603,,,-,0,,,-,,-,TEXAS,,20202847,POINT (-99.317341 31.447238)
ALASKA,2020,28,,-,6,,30,,27,,,-,0,,,-,,-,ALASKA,,20202858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,28,,-,3,,9,,13,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20202830,POINT (-77.016275 38.904785)
WASHINGTON,2020,28,1,,10,,81,,118,,,-,1,,,-,2,,WASHINGTON,,20202862,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,28,,-,9,,98,,161,,,-,1,,2,,4,,,NEW ENGLAND,20202802,
RHODE ISLAND,2020,28,,-,2,,7,,8,,,-,0,,,-,,-,RHODE ISLAND,,20202807,POINT (-71.534637 41.572574)
OREGON,2020,28,1,,5,,32,,34,,,-,1,,,-,2,,OREGON,,20202861,POINT (-120.605279 43.940449)
DELAWARE,2020,28,,-,4,,5,,10,,,-,0,,,-,,-,DELAWARE,,20202829,POINT (-75.452394 38.994926)
ALABAMA,2020,28,,-,8,,31,,41,,,-,1,,,-,3,,ALABAMA,,20202839,POINT (-86.844516 32.756889)
KANSAS,2020,28,,-,8,,,-,20,,,-,1,,3,,7,,KANSAS,,20202822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,28,,-,29,,79,,60,,,-,1,,,-,1,,NORTH CAROLINA,,20202834,POINT (-79.130883 35.52603)
GUAM,2020,28,2,,6,,35,,33,,,-,0,,,-,,-,GUAM,,20202866,POINT (144.653198 13.3532)
NEW JERSEY,2020,28,7,,39,,69,,166,,,-,1,,,-,1,,NEW JERSEY,,20202810,POINT (-74.655514 40.110253)
NEW MEXICO,2020,28,,-,4,,11,,19,,,-,0,,,-,2,,NEW MEXICO,,20202854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,28,2,,62,,221,,372,,,-,1,,1,,1,,,EAST NORTH CENTRAL,20202814,
TENNESSEE,2020,28,4,,6,,67,,56,,,-,2,,,-,3,,TENNESSEE,,20202842,POINT (-86.343226 35.842998)
CONNECTICUT,2020,28,,-,4,,24,,37,,,-,0,,,-,,-,CONNECTICUT,,20202803,POINT (-72.738288 41.575155)
MARYLAND,2020,28,3,,15,,60,,94,,,-,1,,,-,,-,MARYLAND,,20202833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,28,3,,11,,20,,32,,,-,0,,,-,,-,SOUTH CAROLINA,,20202835,POINT (-80.864614 33.878572)
OKLAHOMA,2020,28,2,,4,,30,,35,,,-,5,,1,,10,,OKLAHOMA,,20202846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,28,,-,3,,12,,30,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20202865,POINT (145.725693 15.1834)
OHIO,2020,28,,-,19,,60,,49,,,-,0,,,-,,-,OHIO,,20202818,POINT (-82.70936 40.415534)
MINNESOTA,2020,28,,-,27,,55,,65,,,-,0,,,-,1,,MINNESOTA,,20202823,POINT (-94.198308 46.349153)
LOUISIANA,2020,28,3,,7,,55,,44,,,-,0,,,-,,-,LOUISIANA,,20202845,POINT (-91.840238 30.921314)
HAWAII,2020,28,,-,4,,45,,53,,,-,0,,,-,,-,HAWAII,,20202860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,28,7,,90,,555,,742,,,-,1,,1,,3,,,SOUTH ATLANTIC,20202828,
PENNSYLVANIA,2020,28,2,,9,,70,,102,,,-,1,,,-,1,,PENNSYLVANIA,,20202813,POINT (-77.838886 40.896694)
UTAH,2020,28,,-,3,,14,,13,,,-,0,,,-,,-,UTAH,,20202855,POINT (-111.678222 39.323779)
COLORADO,2020,28,,-,6,,14,,31,,,-,1,,,-,4,,COLORADO,,20202850,POINT (-105.547832 38.998552)
VERMONT,2020,28,,-,1,,,-,3,,,-,0,,,-,,-,VERMONT,,20202808,POINT (-72.662695 44.075252)
KENTUCKY,2020,28,,-,7,,34,,38,,,-,2,,,-,5,,KENTUCKY,,20202840,POINT (-85.290484 37.526683)
PENNSYLVANIA,2020,43,9,,8,,113,,162,,,-,1,,,-,1,,PENNSYLVANIA,,20204313,POINT (-77.838886 40.896694)
UTAH,2020,43,,-,3,,20,,21,,,-,0,,,-,,-,UTAH,,20204355,POINT (-111.678222 39.323779)
COLORADO,2020,43,,-,6,,26,,46,,,-,0,,,-,6,,COLORADO,,20204350,POINT (-105.547832 38.998552)
PUERTO RICO,2020,28,,-,4,,14,,18,,,-,0,,,-,,-,PUERTO RICO,,20202867,POINT (-66.414655 18.215692)
MAINE,2020,28,,-,3,,11,,12,,,-,1,,,-,,-,MAINE,,20202804,POINT (-69.06137 45.117911)
VIRGINIA,2020,28,,-,28,,64,,67,,,-,1,,1,,2,,VIRGINIA,,20202836,POINT (-78.666382 37.510861)
ARIZONA,2020,28,,-,6,,,-,102,,,-,1,,1,,1,,ARIZONA,,20202849,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,28,,-,0,,,-,1,,,-,0,,,-,,-,,AMERICAN SAMOA,20202864,
WISCONSIN,2020,28,,-,4,,18,,21,,,-,1,,,-,1,,WISCONSIN,,20202819,POINT (-89.732969 44.639954)
IDAHO,2020,28,,-,2,,7,,3,,,-,0,,,-,,-,IDAHO,,20202851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,28,,-,1,,2,,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20202868,POINT (-64.840836 18.060868)
MICHIGAN,2020,28,,-,7,,12,,70,,,-,1,,,-,,-,MICHIGAN,,20202817,POINT (-85.730977 44.874798)
GEORGIA,2020,28,,-,26,,109,,143,,,-,1,,,-,,-,GEORGIA,,20202832,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,28,,-,1,,3,,4,,,-,0,,,-,,-,,NEW YORK CITY,20202812,
ARKANSAS,2020,28,1,,4,,34,,41,,,-,5,,7,,38,,ARKANSAS,,20202844,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,28,,-,4,,11,,40,,,-,0,,,-,1,,MISSISSIPPI,,20202841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,28,,-,2,,11,,7,,,-,2,,,-,10,,SOUTH DAKOTA,,20202827,POINT (-100.230491 44.43614)
WYOMING,2020,28,,-,0,,,-,1,,,-,1,,1,,,-,WYOMING,,20202856,POINT (-107.55145 42.999627)
MISSOURI,2020,28,,-,4,,30,,30,,,-,2,,12,,12,,MISSOURI,,20202824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,28,13,,46,,223,,358,,,-,1,,,-,2,,,MIDDLE ATLANTIC,20202809,
CALIFORNIA,2020,28,6,,72,,635,,1064,,,-,1,,,-,3,,CALIFORNIA,,20202859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,28,,-,1,,8,,5,,,-,0,,,-,,-,WEST VIRGINIA,,20202837,POINT (-80.613729 38.642579)
FLORIDA,2020,28,1,,17,,201,,318,,,-,0,,,-,,-,FLORIDA,,20202831,POINT (-82.420978 28.260731)
MONTANA,2020,28,,-,1,,,-,,-,,-,1,,1,,1,,MONTANA,,20202852,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,28,,-,33,,104,,162,,1,,5,,17,,44,,,WEST NORTH CENTRAL,20202820,
MASSACHUSETTS,2020,28,,-,8,,56,,97,,,-,1,,2,,3,,MASSACHUSETTS,,20202805,POINT (-71.481104 42.151077)
MOUNTAIN,2020,28,,-,12,,76,,192,,,-,2,,3,,8,,,MOUNTAIN,20202848,
INDIANA,2020,28,2,,5,,49,,59,,,-,0,,,-,,-,INDIANA,,20202816,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,28,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20202869,
US TERRITORIES,2020,28,2,,8,,63,,82,,,-,0,,,-,,-,,US TERRITORIES,20202863,
VERMONT,2020,43,,-,1,,1,,3,,,-,0,,,-,,-,VERMONT,,20204308,POINT (-72.662695 44.075252)
KENTUCKY,2020,43,,-,7,,51,,59,,,-,2,,4,,9,,KENTUCKY,,20204340,POINT (-85.290484 37.526683)
PUERTO RICO,2020,43,,-,4,,23,,30,,,-,0,,,-,,-,PUERTO RICO,,20204367,POINT (-66.414655 18.215692)
MAINE,2020,43,,-,3,,13,,15,,,-,1,,,-,1,,MAINE,,20204304,POINT (-69.06137 45.117911)
VIRGINIA,2020,43,4,,28,,108,,127,,,-,1,,1,,4,,VIRGINIA,,20204336,POINT (-78.666382 37.510861)
ARIZONA,2020,43,,-,6,,,-,150,,,-,1,,1,,3,,ARIZONA,,20204349,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,43,,-,0,,,-,1,,,-,0,,,-,,-,,AMERICAN SAMOA,20204364,
WISCONSIN,2020,43,,-,4,,27,,41,,,-,1,,1,,3,,WISCONSIN,,20204319,POINT (-89.732969 44.639954)
IDAHO,2020,43,,-,2,,9,,6,,,-,0,,,-,,-,IDAHO,,20204351,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,43,,-,1,,2,,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204368,POINT (-64.840836 18.060868)
MICHIGAN,2020,43,,-,5,,,-,110,,,-,0,,,-,1,,MICHIGAN,,20204317,POINT (-85.730977 44.874798)
GEORGIA,2020,43,,-,26,,141,,221,,,-,1,,,-,,-,GEORGIA,,20204332,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,43,10,,18,,342,,428,,,-,0,,,-,,-,,NEW YORK CITY,20204312,
ARKANSAS,2020,43,,-,4,,42,,56,,,-,2,,8,,86,,ARKANSAS,,20204344,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,43,,-,3,,24,,53,,,-,0,,,-,1,,MISSISSIPPI,,20204341,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,43,,-,2,,14,,15,,,-,1,,,-,16,,SOUTH DAKOTA,,20204327,POINT (-100.230491 44.43614)
WYOMING,2020,43,,-,0,,,-,1,,,-,1,,2,,1,,WYOMING,,20204356,POINT (-107.55145 42.999627)
MISSOURI,2020,43,1,,4,,49,,44,,,-,2,,18,,23,,MISSOURI,,20204324,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,43,24,,62,,699,,1004,,,-,1,,2,,4,,,MIDDLE ATLANTIC,20204309,
CALIFORNIA,2020,43,,-,72,,1065,,1680,,,-,1,,1,,4,,CALIFORNIA,,20204359,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,43,,-,1,,8,,10,,,-,0,,,-,,-,WEST VIRGINIA,,20204337,POINT (-80.613729 38.642579)
FLORIDA,2020,43,,-,14,,309,,466,,,-,0,,,-,,-,FLORIDA,,20204331,POINT (-82.420978 28.260731)
MONTANA,2020,43,,-,0,,,-,2,,,-,1,,1,,2,,MONTANA,,20204352,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,43,1,,33,,194,,255,,,-,3,,30,,75,,,WEST NORTH CENTRAL,20204320,
MASSACHUSETTS,2020,43,3,,7,,94,,149,,,-,1,,4,,4,,MASSACHUSETTS,,20204305,POINT (-71.481104 42.151077)
TOTAL,2020,36,25,,294,,3958,,5979,,2,,11,,51,,192,,,TOTAL,20203670,
US RESIDENTS,2020,36,25,,291,,3882,,5869,,2,,11,,51,,192,,,US RESIDENTS,20203601,
NEW HAMPSHIRE,2020,36,,-,2,,7,,4,,,-,0,,,-,1,,NEW HAMPSHIRE,,20203606,POINT (-71.57139 43.680429)
NEW YORK,2020,36,1,,15,,102,,120,,,-,1,,,-,,-,NEW YORK,,20203611,POINT (-75.59655 42.921241)
PACIFIC,2020,36,3,,79,,1107,,1710,,,-,2,,4,,10,,,PACIFIC,20203657,
WEST SOUTH CENTRAL,2020,36,2,,42,,612,,940,,,-,6,,8,,70,,,WEST SOUTH CENTRAL,20203643,
NEBRASKA,2020,36,1,,2,,18,,10,,,-,1,,4,,14,,NEBRASKA,,20203625,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,36,1,,14,,189,,232,,,-,3,,1,,15,,,EAST SOUTH CENTRAL,20203638,
NORTH DAKOTA,2020,36,,-,2,,8,,12,,,-,2,,2,,5,,NORTH DAKOTA,,20203626,POINT (-100.46931 47.446305)
NEVADA,2020,36,,-,5,,30,,35,,,-,0,,,-,,-,NEVADA,,20203653,POINT (-114.916992 39.283294)
ILLINOIS,2020,36,,-,54,,121,,238,,,-,1,,1,,,-,ILLINOIS,,20203615,POINT (-89.148632 40.124144)
IOWA,2020,36,,-,4,,25,,30,,,-,1,,1,,2,,IOWA,,20203621,POINT (-93.500061 42.074659)
TEXAS,2020,36,,-,32,,466,,790,,,-,0,,,-,,-,TEXAS,,20203647,POINT (-99.317341 31.447238)
ALASKA,2020,36,1,,6,,42,,36,,,-,0,,,-,,-,ALASKA,,20203658,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,36,,-,3,,13,,17,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20203630,POINT (-77.016275 38.904785)
WASHINGTON,2020,36,,-,10,,96,,160,,,-,1,,2,,3,,WASHINGTON,,20203662,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,36,,-,9,,126,,206,,,-,1,,2,,4,,,NEW ENGLAND,20203602,
RHODE ISLAND,2020,36,,-,2,,7,,10,,,-,0,,,-,,-,RHODE ISLAND,,20203607,POINT (-71.534637 41.572574)
OREGON,2020,36,,-,5,,44,,46,,,-,1,,1,,3,,OREGON,,20203661,POINT (-120.605279 43.940449)
DELAWARE,2020,36,,-,1,,7,,15,,,-,1,,1,,,-,DELAWARE,,20203629,POINT (-75.452394 38.994926)
ALABAMA,2020,36,1,,6,,41,,60,,,-,1,,,-,3,,ALABAMA,,20203639,POINT (-86.844516 32.756889)
KANSAS,2020,36,,-,8,,,-,24,,,-,1,,3,,10,,KANSAS,,20203622,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,36,3,,29,,99,,77,,,-,0,,,-,3,,NORTH CAROLINA,,20203634,POINT (-79.130883 35.52603)
GUAM,2020,36,,-,6,,42,,46,,,-,0,,,-,,-,GUAM,,20203666,POINT (144.653198 13.3532)
NEW JERSEY,2020,36,3,,38,,97,,220,,,-,0,,,-,2,,NEW JERSEY,,20203610,POINT (-74.655514 40.110253)
NEW MEXICO,2020,36,,-,3,,16,,29,,,-,1,,1,,2,,NEW MEXICO,,20203654,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,36,5,,62,,278,,537,,,-,1,,3,,3,,,EAST NORTH CENTRAL,20203614,
TENNESSEE,2020,36,,-,6,,81,,79,,,-,2,,,-,4,,TENNESSEE,,20203642,POINT (-86.343226 35.842998)
CONNECTICUT,2020,36,,-,4,,35,,44,,,-,0,,,-,,-,CONNECTICUT,,20203603,POINT (-72.738288 41.575155)
MARYLAND,2020,36,1,,15,,81,,120,,,-,1,,,-,1,,MARYLAND,,20203633,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,36,,-,11,,30,,39,,,-,0,,,-,,-,SOUTH CAROLINA,,20203635,POINT (-80.864614 33.878572)
OKLAHOMA,2020,36,,-,4,,41,,46,,,-,5,,1,,14,,OKLAHOMA,,20203646,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,36,,-,3,,12,,41,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20203665,POINT (145.725693 15.1834)
OHIO,2020,36,,-,19,,66,,100,,,-,0,,,-,,-,OHIO,,20203618,POINT (-82.70936 40.415534)
MINNESOTA,2020,36,,-,27,,65,,92,,,-,0,,,-,1,,MINNESOTA,,20203623,POINT (-94.198308 46.349153)
LOUISIANA,2020,36,2,,7,,63,,56,,,-,0,,,-,,-,LOUISIANA,,20203645,POINT (-91.840238 30.921314)
HAWAII,2020,36,,-,5,,54,,70,,,-,0,,,-,,-,HAWAII,,20203660,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,36,4,,90,,725,,945,,,-,1,,2,,7,,,SOUTH ATLANTIC,20203628,
PENNSYLVANIA,2020,36,,-,8,,94,,129,,,-,1,,,-,1,,PENNSYLVANIA,,20203613,POINT (-77.838886 40.896694)
MOUNTAIN,2020,43,2,,12,,127,,305,,,-,1,,5,,14,,,MOUNTAIN,20204348,
US RESIDENTS,2020,29,36,,291,,2989,,4615,,1,,12,,35,,140,,,US RESIDENTS,20202901,
NEW HAMPSHIRE,2020,29,,-,2,,,-,4,,,-,0,,,-,1,,NEW HAMPSHIRE,,20202906,POINT (-71.57139 43.680429)
NEW YORK,2020,29,1,,15,,82,,88,,,-,1,,,-,,-,NEW YORK,,20202911,POINT (-75.59655 42.921241)
WEST SOUTH CENTRAL,2020,29,1,,42,,458,,753,,,-,8,,8,,53,,,WEST SOUTH CENTRAL,20202943,
PACIFIC,2020,29,,-,79,,842,,1359,,,-,1,,,-,8,,,PACIFIC,20202957,
TOTAL,2020,29,37,,294,,3053,,4699,,1,,12,,35,,140,,,TOTAL,20202970,
UTAH,2020,36,,-,3,,18,,18,,,-,0,,,-,,-,UTAH,,20203655,POINT (-111.678222 39.323779)
COLORADO,2020,36,,-,6,,26,,38,,,-,0,,,-,6,,COLORADO,,20203650,POINT (-105.547832 38.998552)
VERMONT,2020,36,,-,1,,,-,3,,,-,0,,,-,,-,VERMONT,,20203608,POINT (-72.662695 44.075252)
KENTUCKY,2020,36,,-,7,,44,,47,,,-,2,,1,,7,,KENTUCKY,,20203640,POINT (-85.290484 37.526683)
PUERTO RICO,2020,36,,-,4,,20,,23,,,-,0,,,-,,-,PUERTO RICO,,20203667,POINT (-66.414655 18.215692)
MAINE,2020,36,,-,3,,11,,14,,,-,1,,,-,,-,MAINE,,20203604,POINT (-69.06137 45.117911)
VIRGINIA,2020,36,,-,28,,92,,100,,,-,1,,1,,3,,VIRGINIA,,20203636,POINT (-78.666382 37.510861)
ARIZONA,2020,36,,-,6,,,-,126,,,-,1,,1,,2,,ARIZONA,,20203649,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,36,,-,0,,,-,1,,,-,0,,,-,,-,,AMERICAN SAMOA,20203664,
WISCONSIN,2020,36,,-,4,,25,,30,,,-,1,,1,,2,,WISCONSIN,,20203619,POINT (-89.732969 44.639954)
IDAHO,2020,36,,-,2,,8,,6,,,-,0,,,-,,-,IDAHO,,20203651,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,36,,-,1,,2,,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20203668,POINT (-64.840836 18.060868)
MICHIGAN,2020,36,,-,5,,,-,93,,,-,0,,,-,1,,MICHIGAN,,20203617,POINT (-85.730977 44.874798)
GEORGIA,2020,36,,-,26,,132,,173,,,-,1,,,-,,-,GEORGIA,,20203632,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,36,5,,18,,285,,355,,,-,0,,,-,,-,,NEW YORK CITY,20203612,
ARKANSAS,2020,36,,-,4,,42,,48,,,-,5,,7,,56,,ARKANSAS,,20203644,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,36,,-,4,,23,,46,,,-,0,,,-,1,,MISSISSIPPI,,20203641,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,36,,-,2,,11,,13,,,-,1,,,-,16,,SOUTH DAKOTA,,20203627,POINT (-100.230491 44.43614)
WYOMING,2020,36,,-,0,,,-,1,,,-,1,,2,,1,,WYOMING,,20203656,POINT (-107.55145 42.999627)
MISSOURI,2020,36,,-,4,,42,,40,,2,,2,,16,,19,,MISSOURI,,20203624,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,36,9,,62,,578,,824,,,-,1,,,-,3,,,MIDDLE ATLANTIC,20203609,
CALIFORNIA,2020,36,2,,72,,871,,1398,,,-,1,,1,,4,,CALIFORNIA,,20203659,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,36,,-,1,,8,,8,,,-,0,,,-,,-,WEST VIRGINIA,,20203637,POINT (-80.613729 38.642579)
FLORIDA,2020,36,,-,17,,263,,396,,,-,0,,,-,,-,FLORIDA,,20203631,POINT (-82.420978 28.260731)
MONTANA,2020,36,,-,1,,,-,1,,,-,1,,1,,2,,MONTANA,,20203652,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,36,1,,33,,169,,221,,2,,3,,26,,67,,,WEST NORTH CENTRAL,20203620,
MASSACHUSETTS,2020,36,,-,7,,66,,131,,,-,1,,2,,3,,MASSACHUSETTS,,20203605,POINT (-71.481104 42.151077)
MOUNTAIN,2020,36,,-,12,,98,,254,,,-,1,,5,,13,,,MOUNTAIN,20203648,
INDIANA,2020,36,5,,5,,66,,76,,,-,1,,1,,,-,INDIANA,,20203616,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20203669,
US TERRITORIES,2020,36,,-,7,,76,,110,,,-,0,,,-,,-,,US TERRITORIES,20203663,
WEST NORTH CENTRAL,2020,37,,-,33,,173,,222,,1,,3,,25,,68,,,WEST NORTH CENTRAL,20203720,
MASSACHUSETTS,2020,37,,-,7,,67,,135,,,-,1,,4,,3,,MASSACHUSETTS,,20203705,POINT (-71.481104 42.151077)
MOUNTAIN,2020,37,,-,12,,98,,263,,,-,1,,5,,13,,,MOUNTAIN,20203748,
INDIANA,2020,37,2,,5,,68,,76,,,-,1,,1,,,-,INDIANA,,20203716,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,37,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20203769,
US TERRITORIES,2020,37,1,,7,,77,,115,,,-,0,,,-,,-,,US TERRITORIES,20203763,
INDIANA,2020,43,3,,5,,76,,93,,,-,1,,1,,,-,INDIANA,,20204316,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,43,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20204369,
US TERRITORIES,2020,43,,-,7,,83,,135,,,-,0,,,-,,-,,US TERRITORIES,20204363,
MASSACHUSETTS,2020,29,1,,8,,57,,102,,,-,1,,2,,3,,MASSACHUSETTS,,20202905,POINT (-71.481104 42.151077)
MIDDLE ATLANTIC,2020,29,5,,45,,228,,367,,,-,1,,,-,2,,,MIDDLE ATLANTIC,20202909,
INDIANA,2020,29,5,,5,,54,,59,,,-,1,,1,,,-,INDIANA,,20202916,POINT (-86.2818 39.919991)
WEST NORTH CENTRAL,2020,29,3,,33,,107,,164,,1,,5,,18,,48,,,WEST NORTH CENTRAL,20202920,
MISSOURI,2020,29,3,,4,,33,,30,,,-,2,,12,,14,,MISSOURI,,20202924,POINT (-92.477244 38.3675)
SOUTH DAKOTA,2020,29,,-,2,,11,,7,,,-,2,,,-,12,,SOUTH DAKOTA,,20202927,POINT (-100.230491 44.43614)
FLORIDA,2020,29,2,,17,,204,,334,,,-,0,,,-,,-,FLORIDA,,20202931,POINT (-82.420978 28.260731)
WEST VIRGINIA,2020,29,,-,1,,8,,5,,,-,0,,,-,,-,WEST VIRGINIA,,20202937,POINT (-80.613729 38.642579)
MISSISSIPPI,2020,29,,-,4,,11,,40,,,-,0,,,-,1,,MISSISSIPPI,,20202941,POINT (-89.65344 32.713378)
